,Unnamed: 0,individual_id,taxon_canonical_name,study_id,timestamp,latitude,longitude,sex,common_name,wiki_url
218460,218460,36122574,Passerculus sandwichensis,36121409,2010-10-25 00:19:00.000,44.644192,-67.190469,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218461,218461,36122574,Passerculus sandwichensis,36121409,2010-10-25 01:17:00.000,44.49135866,-67.52835483,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218462,218462,36122574,Passerculus sandwichensis,36121409,2010-10-25 02:13:00.000,44.358583,-67.861302,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218463,218463,36122577,Passerculus sandwichensis,36121409,2010-09-17 23:46:00.000,44.58333333,-66.75,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218464,218464,36122577,Passerculus sandwichensis,36121409,2010-09-18 00:40:00.000,44.57214505,-67.03416611,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218465,218465,36122577,Passerculus sandwichensis,36121409,2010-09-18 01:35:00.000,44.574419,-67.341944,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218466,218466,36122577,Passerculus sandwichensis,36121409,2010-09-18 02:03:00.000,44.47843208,-67.61697634,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218467,218467,36122577,Passerculus sandwichensis,36121409,2010-09-18 02:30:00.000,44.417071,-67.911129,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218468,218468,36122580,Passerculus sandwichensis,36121409,2010-10-20 00:58:00.000,44.58333333,-66.75,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218469,218469,36122580,Passerculus sandwichensis,36121409,2010-10-20 01:39:00.000,44.60895784,-66.98222501,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218470,218470,36122580,Passerculus sandwichensis,36121409,2010-10-20 02:21:00.000,44.644192,-67.190469,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218471,218471,36122583,Passerculus sandwichensis,36121409,2010-10-03 01:11:00.000,44.58333333,-66.75,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218472,218472,36122583,Passerculus sandwichensis,36121409,2010-10-03 02:17:00.000,44.60895784,-66.98222501,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218473,218473,36122583,Passerculus sandwichensis,36121409,2010-10-03 03:23:00.000,44.644192,-67.190469,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218474,218474,36122583,Passerculus sandwichensis,36121409,2010-10-03 03:43:00.000,44.49135866,-67.52835483,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
218475,218475,36122583,Passerculus sandwichensis,36121409,2010-10-03 04:02:00.000,44.358583,-67.861302,,Savannah sparrow,https://en.wikipedia.org/wiki/Savannah_sparrow
